3	3	1
2.75	2.725	3
2.86111111111111	2.84722222222222	3
2.33333333333333	2.30555555555556	5
2.10714285714286	2.23214285714286	3
3.8125	3.84375	4
2.21428571428571	2.16666666666667	4
3.19444444444444	3.18055555555556	4
2.97222222222222	3.01388888888889	2
2.14285714285714	2.19642857142857	4
2.75	2.75	3
3.1	3.1	4
3.53571428571429	3.66071428571429	1
3.17857142857143	3.14285714285714	4
3.21428571428571	3.26190476190476	3
3.60714285714286	3.66071428571429	3
3.79166666666667	3.70833333333333	4
3.2	3.3	3
3.20833333333333	3.16666666666667	3
2.83333333333333	2.89583333333333	3
3.05555555555556	3.02777777777778	3
3.35714285714286	3.33928571428571	3
3.21428571428571	3.26785714285714	4
2.78125	2.78125	4
3.4375	3.453125	4
3.42857142857143	3.42857142857143	4
3.46875	3.484375	5
3.79166666666667	3.72916666666667	3
1.875	1.875	2
3.71428571428571	3.76785714285714	2
3.75	3.77083333333333	3
2.375	2.40972222222222	2
3	3	4
3.875	3.96875	2
2.7	2.75	4
3.46428571428571	3.5	2
4	4.05	2
2.75	2.75	3
3.78571428571429	3.75	3
3.75	3.67857142857143	4
3.75	3.75	4
3.4375	3.5	4
2.125	2.125	4
2.83333333333333	2.9375	4
2.83333333333333	2.83333333333333	4
3.66666666666667	3.66666666666667	4
2	2	4
2.33333333333333	2.27083333333333	3
2.78125	2.78125	4
2.875	2.90277777777778	4
3.04166666666667	3	4
3.375	3.359375	4
2.925	2.96714285714286	4
